iter	RMSE
399	0.3014658028
400	0.3013370528
401	0.3012859663
402	0.3011488041
403	0.3010018559
404	0.3009525544
405	0.3008645167
406	0.3007862949
407	0.3007376366
408	0.300567096
409	0.3004924584
410	0.3004162576
411	0.3003106826
412	0.3002555219
413	0.3000706055
414	0.2999212922
415	0.2998471946
416	0.2997138948
417	0.2996638379
418	0.2995961706
419	0.2995156489
420	0.2994420809
421	0.299300668
422	0.2992177024
423	0.299046426
424	0.2988705102
425	0.2987753152
426	0.2986525395
427	0.2984797324
428	0.2983613675
429	0.2981820604
430	0.2981050949
431	0.2980348877
432	0.2978383358
433	0.29771745
434	0.2976494932
435	0.2975564693
436	0.2973363623
437	0.2971269503
438	0.2970576626
439	0.2969816011
440	0.2968920834
441	0.2968294876
442	0.2966957312
443	0.2966094376
444	0.2965432184
445	0.296414717
446	0.2963422476
447	0.2962709454
448	0.2962276535
449	0.296097319
450	0.2959035326
451	0.2958025716
452	0.295710956
453	0.2955788938
454	0.2953897971
455	0.29524741
456	0.295155139
457	0.2949877882
458	0.2949208489
459	0.2947950815
460	0.294586428
461	0.2944337839
462	0.2943198575
463	0.2942405413
464	0.2940087208
465	0.2939385517
466	0.2937725744
467	0.293662457
468	0.2934345372
469	0.2933693658
470	0.2932477357
471	0.2930318075
472	0.2929027891
473	0.2926722422
474	0.2925883618
475	0.2925256957
476	0.2924131366
477	0.2923688085
478	0.2921788191
479	0.2919949947
480	0.2918486265
481	0.291687175
482	0.2915382343
483	0.2913383027
484	0.291065504
485	0.2910230346
486	0.2909791294
487	0.2908224981
488	0.2906591884
489	0.2905170056
490	0.2903544043
491	0.2902328757
492	0.2899839006
493	0.2898440497
494	0.2896543618
495	0.2895031635
496	0.2893901895
497	0.2892909404
498	0.2892153181
499	0.2890721328
500	0.288946519
501	0.2888584907
502	0.2887454773
503	0.2886456693
504	0.2885207135
505	0.2884593476
506	0.2883659377
507	0.2882550146
508	0.2881583542
509	0.2880418044
510	0.2878852769
511	0.2877603678
512	0.2875150119
513	0.2873105627
514	0.2872529326
515	0.2871774582
516	0.2870596017
517	0.2869038066
518	0.2867080853
519	0.2865346657
520	0.2863655806
521	0.2862456642
522	0.2861957987
523	0.2860486475
524	0.2859205051
525	0.2858000774
526	0.2856996299
527	0.2856409142
528	0.2855650928
529	0.2854752625
530	0.2853726025
531	0.285264095
532	0.2850885098
533	0.2848731165
534	0.2847298866
535	0.28466789
536	0.2845209392
537	0.2843931836
538	0.2842545115
539	0.2841412967
540	0.2840976141
541	0.2839471258
542	0.283874203
543	0.2837147045
544	0.28360889
545	0.2834739901
546	0.2833846922
547	0.2833186498
548	0.2831814407
549	0.2830870696
550	0.2829951563
551	0.2828945456
552	0.2827566628
553	0.2825885786
554	0.2823857322
555	0.2822499997
556	0.2820726214
557	0.2819742271
558	0.2818603181
559	0.2817679162
560	0.2816732677
561	0.2814799671
562	0.2813866098
563	0.2813274651
564	0.2812365981
565	0.2812004046
566	0.2810947196
567	0.2809595498
568	0.2807346297
569	0.2806042502
570	0.2804539007
571	0.2802317223
572	0.2801751426
573	0.2799142664
574	0.2798043033
575	0.2797209518
576	0.279488189
577	0.2793616065
578	0.2792596467
579	0.2792154389
580	0.2790936639
581	0.2790033298
582	0.2789159734
583	0.2787996208
584	0.2786611983
585	0.2785593886
586	0.2784331908
587	0.2783102461
588	0.2782252975
589	0.2780579193
590	0.2779833286
591	0.2778821387
592	0.2777820492
593	0.2777084273
594	0.2776195998
595	0.2775352604
596	0.2773678187
597	0.2772462763
598	0.277117361
599	0.2770787797
600	0.2769590475
601	0.2768624332
602	0.2766565069
603	0.2765482855
604	0.2763896503
605	0.2762100972
606	0.2760533858
607	0.2759975945
608	0.2759274148
609	0.2758126628
610	0.2757424231
611	0.2755725314
612	0.2754060481
613	0.2753285063
614	0.275232202
615	0.2751563997
616	0.2750380265
617	0.2748627229
618	0.2747394144
619	0.2745799076
620	0.2744099288
621	0.27425356
622	0.2741472701
623	0.2741165859
624	0.2739940717
625	0.2738470959
626	0.2736769071
627	0.2736040367
628	0.2735088061
629	0.2732686739
630	0.2731444994
631	0.2730724838
632	0.2729567197
633	0.2728090413
634	0.2727378641
635	0.2726361065
636	0.272544003
637	0.2724343562
638	0.2723591099
639	0.272208419
640	0.2720927636
641	0.2720101171
642	0.2718610175
643	0.2717729264
644	0.2716866705
645	0.2716177462
646	0.2715399999
647	0.2713610445
648	0.271303657
649	0.2711777874
650	0.2711100446
651	0.2710458773
652	0.2708647548
653	0.2707067888
654	0.27056984
655	0.2704474715
656	0.2703951342
657	0.2703053787
658	0.2702001797
659	0.2700895031
660	0.2699578989
661	0.2697966228
662	0.2697073816
663	0.2695784067
664	0.2695117986
665	0.2693869758
666	0.2693051962
667	0.2692492561
668	0.2691811368
669	0.2691479423
670	0.2690320854
671	0.2689276771
672	0.2688161703
673	0.268684924
674	0.2686543749
675	0.2685497602
676	0.2684379894
677	0.2683693708
678	0.2683139295
679	0.2682633934
680	0.268217256
681	0.2681286774
682	0.2679914607
683	0.2678498442
684	0.2676761056
685	0.2674822052
686	0.267383836
687	0.2672842355
688	0.2671784854
689	0.267086586
690	0.2669690291
691	0.2668866579
692	0.2668218594
693	0.2667163874
694	0.2665719777
695	0.2664998403
696	0.2663446669
697	0.2661981939
698	0.2660960626
699	0.2660362132
700	0.2659526738
701	0.2658006063
702	0.2656919546
703	0.2656291938
704	0.2655683156
705	0.2654312677
706	0.2652765303
707	0.2651551981
708	0.2650945634
709	0.2650142
710	0.2648417208
711	0.2647749659
712	0.2645090153
713	0.2644311181
714	0.2643016379
715	0.2642028649
716	0.2640476342
717	0.2638856731
718	0.2637585953
719	0.2637034347
720	0.2635990521
721	0.2634941842
722	0.2632809105
723	0.2631498595
724	0.2630229568
725	0.2629341168
726	0.2628874534
727	0.2628177285
728	0.2627268294
729	0.2626449197
730	0.2625600108
731	0.2624313681
732	0.2622521185
733	0.2621513424
734	0.2620449195
735	0.2619015635
736	0.2617529839
737	0.2616527326
738	0.2615008037
739	0.2613149741
740	0.2611732423
741	0.2610513439
742	0.2609431163
743	0.2608887924
744	0.2608073381
745	0.2607029739
746	0.2605633241
747	0.2604096288
748	0.2602672232
749	0.2601581855
750	0.2601189706
751	0.2600044008
752	0.2598598219
753	0.2596247739
754	0.2593620281
755	0.2592116569
756	0.2591314527
757	0.2589789973
758	0.2588818419
759	0.2587335238
760	0.2586660822
761	0.258492663
762	0.2583487329
763	0.2582602701
764	0.2581867995
765	0.2580755894
766	0.2579787972
767	0.2579271725
768	0.2578413569
769	0.2577598773
770	0.2576187635
771	0.2575134824
772	0.2573328669
773	0.2572579719
774	0.2570993371
775	0.2570190982
776	0.2568878728
777	0.2568415499
778	0.2566822304
779	0.2565916084
780	0.2563922952
781	0.2562936838
782	0.256232333
783	0.2561244692
784	0.2560422686
785	0.2558897016
786	0.2558137982
787	0.2556342926
788	0.2555634388
789	0.2554276194
790	0.255236533
791	0.2550335207
792	0.2549579655
793	0.2548397773
794	0.254685396
795	0.2545463842
796	0.2543628916
797	0.2541436812
798	0.2540129215
799	0.2539400313
800	0.2538359133
801	0.2537242208
802	0.2535841379
803	0.2534912038
804	0.2533236959
805	0.2532314632
806	0.2531763102
807	0.2531227315
808	0.2529835818
809	0.2528620981
810	0.2527042671
811	0.2525558282
812	0.2524186711
813	0.2523096471
814	0.2522434226
815	0.2521711514
816	0.2520414447
817	0.2520036408
818	0.2519109986
819	0.251856571
820	0.2517215237
821	0.2516073788
822	0.2514681604
823	0.2513366769
824	0.2512124648
825	0.251134079
826	0.2510853337
827	0.2510104735
828	0.250882389
829	0.2508137209
830	0.2507000987
831	0.2505508403
832	0.250391625
833	0.2503010764
834	0.2502228785
835	0.2501082636
836	0.2499781484
837	0.2499367301
838	0.2498360585
839	0.2496828975
840	0.2496318305
841	0.2494915645
842	0.2494257212
843	0.2492439889
844	0.2491546915
845	0.2490060379
846	0.2488839901
847	0.2487831337
848	0.2487073016
849	0.2486169953
850	0.2484599161
851	0.2483909105
852	0.2482598008
853	0.2481969099
854	0.248171376
855	0.2480506234
856	0.2480120224
857	0.2478752063
858	0.2477148621
859	0.2476898065
860	0.247637096
861	0.2475825689
862	0.2475188486
863	0.2473905943
864	0.2472888239
865	0.2471347271
866	0.2469732603
867	0.2469300606
868	0.2468083575
869	0.2467645328
870	0.2466461466
871	0.2465440602
872	0.2463725691
873	0.2462731175
874	0.2462204845
875	0.2461353725
876	0.2460269423
877	0.2458839964
878	0.2457631384
879	0.2456816466
880	0.2455872365
881	0.2454730292
882	0.2454207424
883	0.2452385683
884	0.2452033985
885	0.2451431449
886	0.2450850673
887	0.2449496966
888	0.2447920816
889	0.2447274052
890	0.2446251229
891	0.2445774633
892	0.2443766225
893	0.2442384848
894	0.2441523149
895	0.2440153426
896	0.2439476827
897	0.2438961412
898	0.2438063308
899	0.2436825122
900	0.2435794293
901	0.2433921331
902	0.2433099236
903	0.2432588638
904	0.2431875768
905	0.2431308966
906	0.2429862156
907	0.2429189938
908	0.2428013598
909	0.242681773
910	0.2424570812
911	0.2423217965
912	0.2422404453
913	0.2421273411
914	0.242087664
915	0.2419788477
916	0.2418666896
917	0.241780544
918	0.2416401188
919	0.2415006146
920	0.2414313239
921	0.2413377712
922	0.241313943
923	0.2412280891
924	0.2411252523
925	0.2410516492
926	0.2409584993
927	0.2408732379
928	0.2407978076
929	0.2407684641
930	0.2407353259
931	0.240588052
932	0.2404708658
933	0.2402998217
934	0.2402300432
935	0.2401211262
936	0.2399331906
937	0.239773526
938	0.2397063011
939	0.2395654604
940	0.2394464713
941	0.239316652
942	0.2391758184
943	0.2391526725
944	0.2390390138
945	0.2389136868
946	0.2387315894
947	0.238678395
948	0.2386423961
949	0.2384944682
950	0.2383752818
951	0.2382520462
952	0.238171057
953	0.2380482859
954	0.2379841573
955	0.237845927
956	0.2377551257
957	0.2376301286
958	0.2375607482
959	0.2374330816
960	0.2372583876
961	0.2371756352
962	0.2370341713
963	0.2369862761
964	0.2368441009
965	0.2367871833
966	0.2367152297
967	0.2366777522
968	0.2366228365
969	0.236522951
970	0.2364616362
971	0.2363943088
972	0.2362732386
973	0.2362123877
974	0.2361517143
975	0.2360920174
976	0.2360391574
977	0.2359630847
978	0.2359049538
979	0.2357734504
980	0.2357055509
981	0.2355657213
982	0.2354691812
983	0.2353823803
984	0.2352819239
985	0.2352361572
986	0.2351305875
987	0.2350517523
988	0.2349786703
989	0.2348838367
990	0.2347952386
991	0.234646483
992	0.2345873931
993	0.2344603103
994	0.2343730148
995	0.2342623826
996	0.2341639874
997	0.2340600001
998	0.2340391352
999	0.233956219
1000	0.2338395418
1001	0.2337057942
1002	0.233633153
1003	0.233504618
1004	0.2334732759
1005	0.2334093985
1006	0.2333278176
1007	0.2332128991
1008	0.2330642085
1009	0.2329687497
1010	0.2328329885
1011	0.2327598856
1012	0.2326905486
1013	0.2325623674
1014	0.2324940645
1015	0.2323489619
1016	0.2323087897
1017	0.2322874072
1018	0.2321592687
1019	0.2320301443
1020	0.2319117771
1021	0.2317906624
1022	0.2316551646
1023	0.2315565108
1024	0.2314740361
1025	0.2313594151
1026	0.2312247226
1027	0.2311714026
1028	0.2311073219
1029	0.2309921062
1030	0.2309235918
1031	0.2307467154
1032	0.2306812024
1033	0.2305194631
1034	0.2304070646
1035	0.2303015216
1036	0.2301425729
